time,mag,fwd,gyro,hasGyro
32.28387,0.8713999,0.3025551,-26.55767,True
32.30387,0.8452834,0.2990039,-26.5859,True
32.32386,0.8533708,0.2988383,-26.64766,True
32.34386,0.883642,0.2914462,-26.66703,True
32.36386,0.9327838,0.3043664,-26.6451,True
32.38385,0.9533098,0.3193079,-26.56363,True
32.40385,0.9533098,0.318937,-26.39019,True
32.42385,0.9711168,0.3343406,-26.21998,True
32.44384,0.9646516,0.3230517,-26.07903,True
32.46384,0.9695736,0.2939437,-25.87562,True
32.48384,0.9720632,0.2636819,-25.7669,True
32.50383,0.9783295,0.2635261,-25.47752,True
32.52383,0.9783295,0.2625225,-25.15274,True
32.54383,0.9482452,0.2693939,-25.00974,True
32.56382,0.9328429,0.2738892,-24.68696,True
32.58382,0.9645396,0.2965825,-24.19847,True
32.60382,0.9980367,0.3113542,-23.96771,True
32.62381,1.016211,0.3345243,-23.32231,True
32.64381,0.9799376,0.3240643,-22.72666,True
32.66381,0.9799376,0.3265789,-22.2132,True
32.6838,0.9779807,0.3065998,-21.46194,True
32.7038,0.9714837,0.280174,-20.42531,True
32.7238,0.9994828,0.2616953,-19.49676,True
32.74379,1.041402,0.2515016,-18.71693,True
32.76379,1.041402,0.247394,-17.67607,True
32.78379,1.087363,0.252685,-17.14436,True
32.80378,1.112516,0.2378301,-15.73657,True
32.82378,1.093813,0.2052079,-15.15874,True
32.84378,1.119322,0.1947204,-13.68635,True
32.86377,1.105473,0.1570384,-12.51414,True
32.88377,1.111512,0.138631,-11.11485,True
32.90377,1.111512,0.1395273,-10.56125,True
32.92376,1.029892,0.09150553,-9.083607,True
32.94376,1.003252,0.0772946,-7.882767,True
32.96376,0.9829505,0.06770677,-7.052735,True
32.98375,1.029409,0.06798989,-5.949826,True
33.00375,1.082378,0.06864768,-4.634145,True
33.02375,1.082378,0.05629319,-4.112329,True
33.04374,1.157098,0.05663726,-2.827016,True
33.06374,1.163832,0.0466129,-1.834332,True
33.08373,1.174833,0.03659859,-1.346886,True
33.10373,1.173311,0.03184335,-0.1342081,True
33.12372,1.204599,0.02432127,0.3524416,True
33.14372,1.204599,0.01097807,1.569663,True
33.16372,1.19807,0.0008136895,2.560829,True
33.18371,1.197347,-0.01302988,3.741644,True
33.20371,1.206436,-0.03498353,4.203056,True
33.22371,1.167247,-0.06906649,5.365034,True
33.2437,1.167325,-0.09323148,6.280368,True
33.2637,1.167325,-0.1063475,6.936456,True
33.2837,1.158754,-0.123345,7.802044,True
33.30369,1.163333,-0.1347594,8.824869,True
33.32368,1.161762,-0.1410152,9.630469,True
33.34368,1.152161,-0.1583109,10.16718,True
33.36368,1.13342,-0.1819655,10.88863,True
33.38367,1.13342,-0.1884975,11.24098,True
33.40367,1.108,-0.2133043,12.05556,True
33.42367,1.084283,-0.2334428,12.65615,True
33.44366,1.048156,-0.2368633,13.08941,True
33.46366,1.017467,-0.2429241,13.63604,True
33.48366,1.005084,-0.249273,14.26862,True
33.50365,1.01948,-0.2587223,14.75522,True
33.52365,1.01948,-0.2644638,15.15498,True
33.54365,1.016743,-0.2710089,15.62267,True
33.56364,1.002873,-0.2766099,15.9967,True
33.58364,0.9806425,-0.2765189,16.4651,True
33.60364,0.959677,-0.2698122,16.99353,True
33.62363,0.9279502,-0.2612194,17.41319,True
